target_id,latitude,longitude,B02,B03,B04,B08,B11,B12,Red_NIR_Ratio,SWIR_Ratio,Visible_SWIR_Ratio,Red_SWIR_Index,Mn_Score,lithology,geological_age,distance_to_fault,distance_to_lineament,fault_density,distance_to_contact,elevation,slope,aspect_sin,aspect_cos,terrain_ruggedness,Mn_occurrence_density_5km,Mn_occurrence_density_10km,distance_to_road,distance_to_rail,distance_to_mine,distance_to_power,distance_to_processing,land_use,protected_area,geological_favorability,label
T11048,21.950592453066918,79.8261034975171,0.2232103382388335,0.25837632396551896,0.3155902534350083,0.25787424024345845,0.13644124425149365,0.013991836400751356,1.2238145738677129,9.751489393069718,1.9475462863462167,0.3963197478503149,16.70858076858286,2,0,5225.54654450728,7434.561821122772,0.0,11297.744449608519,356.1908310396252,5.150026888262481,-0.7823706064304072,-0.7603754459760339,6.045495397376323,0.0,0.0,31.086260146341374,122.15276073613953,67.9798087922283,34.131743632988815,223.8000773700468,cropland,0,0.5132456913561099,0.0
T11498,22.22787207867107,80.83395528166874,0.034263271305364856,0.07156723808692644,0.10897205320500838,0.2574247348043328,0.23287142115319154,0.24470560122522428,0.42331617157083784,0.9516391124159814,0.3074694775534443,-0.3624447363835165,52.86878513505673,2,0,2051.9373567995376,3033.439615302859,0.8999641859509547,116.20218940846068,456.12074737596004,1.5522107653382,0.9739971175198459,-0.04820812734931068,1.721030976667558,0.0,0.0,17.26750771337696,36.32622919947465,15.91165653625762,11.37822874766192,50.05126234906116,grassland,0,0.7840944496768653,0.0
T07619,22.248827048059827,80.6113605871967,0.17828432925082952,0.19146858089039603,0.25042125241957863,0.21319582062975329,0.15433006901035218,0.1091926068044115,1.174606761426496,1.4133747103115875,1.3394973654792746,0.23740795476528528,32.35287661950708,2,3,6372.934357614129,1641.606560293771,0.3996836253655758,1518.809026365987,332.2199541834175,6.562864409929158,0.1924863613618426,0.783027056474751,2.086073739981895,0.0,0.0,10.297907765200158,80.73931650608486,32.89224730608415,27.96679690187858,114.98511922611632,cropland,0,0.5737195832890764,0.0
T11849,22.08983264388892,79.70022854358325,0.2871645070332447,0.3601474660254782,0.3954326314789318,0.34251135446147474,0.020278341532091404,0.01,1.1545095551669065,2.0278341532091404,17.140530664000366,0.9024401911490862,0.0,3,0,10128.940473275403,5843.445087977126,0.0,5798.043279047165,357.85866249958997,9.263233121839223,0.6727697983392558,-0.47128697596657054,7.006694027625447,0.0,0.0,31.848903618820273,130.06437380872694,83.82625926489757,67.15713545539077,290.87753369674465,forest,0,0.10927253696261982,0.0
T08780,21.02998162148466,80.767501575163,0.2878129149551255,0.32524492787786274,0.35767024171402195,0.23948420097423045,0.01,0.01,1.493502453435368,1.0,32.35760281823367,0.9456034301096463,4.429136628984233,3,0,7262.844529663,6157.033398533897,0.0,5099.485092750635,173.94040703330603,0.9257574669485171,0.9712304474232198,0.7323366651017928,3.369273973683716,0.0,0.0,25.58148883520991,190.1418489888407,78.6705521169523,64.52698133170601,305.3722068337461,cropland,0,0.08238660418483325,0.0
T11603,22.074905077854822,80.65305998179076,0.25877635253500064,0.24806406720446303,0.2558183527752998,0.2542000474500403,0.11590845041113884,0.024431096146136783,1.0063662668103064,4.7443000394997465,2.1932791779763448,0.37637830031317243,20.74518558786008,2,0,335.1690430683853,659.3717047426968,0.5352057758399279,687.341633324326,443.63406544845975,1.0635315155364624,0.2607831535520888,0.4303614727788314,2.627853643739587,0.0,1.0,11.382125385492358,88.748659964154,30.008979805555917,20.096806492021813,91.94473622562954,cropland,0,0.8018462370617263,0.0
T05922,22.05342359794897,79.94773021599933,0.21160554649156976,0.23185251195449064,0.262575741769411,0.31835916058664865,0.15582393866951405,0.10077386803424576,0.8247783455816252,1.546273272120117,1.510323780038474,0.2551431277096298,17.10719721579436,3,0,4839.048731820696,7687.214453701986,0.1881488326055467,10599.477580913364,328.3799317838147,9.9625289603885,-0.4434614418475038,-0.8670484243416487,2.6390223072713646,0.0,0.0,23.938569803388706,231.70801845352938,69.49406207590715,44.18635831648742,180.9127317583462,cropland,0,0.11153907149673763,0.0
T01448,21.851442417666405,80.24196444750652,0.12643873709798673,0.14848844231609087,0.1445219643131662,0.34420611906558957,0.2554631389824251,0.16404029366258704,0.41987040993198343,1.557319444379226,0.5473055009005954,-0.2773632661696222,39.243676518931025,5,0,2306.3873545822303,3217.20866327593,1.6163846451144472,2270.1873619002436,436.88946828849157,0.5465852918805155,-0.309163865350774,0.13007460036142482,4.763982898502511,0.0,0.0,5.826994462917574,37.72759149947131,21.256987413522847,10.366532404000587,70.16776853186151,cropland,0,0.22267931305850308,0.0
T06693,22.087017484448285,79.80102331893428,0.2605299079811616,0.31896626931574906,0.28608273847919224,0.27254490270347254,0.053727502961741114,0.047428258974450604,1.0496719463157556,1.1328162602528564,5.370178946603159,0.6837793779615665,9.423985429595952,2,1,8007.3082405838,4778.0978191800705,0.0,5485.939950980652,363.98955610991493,12.511324723633468,-0.25443368002669264,-0.0888616285306798,4.3636818607586365,0.0,0.0,14.562829908503941,207.94697837066337,68.81364982184637,32.082408630883556,205.86362040585394,cropland,0,0.5008066444188797,0.0
T04965,21.24264669560347,79.77865230075628,0.16820754532793247,0.1795935497439036,0.21878985954495425,0.3124949773823752,0.15424076908164078,0.12095237463746264,0.7001388034382343,1.2752190235533227,1.2244729630397733,0.17303965280536612,35.29995340464048,2,2,1825.8244808005456,1502.667842433576,0.11571038083156676,5161.530773400746,485.452097451738,4.20138855550852,-0.4790999686486679,-0.129274068851857,3.8332953787105644,0.0,4.0,6.324436479847165,54.03900663539127,18.21923653369172,9.292765392411736,55.8681991361478,grassland,0,0.6191491370711477,0.0
T08534,22.1975282243989,79.75369699216918,0.3194102228829412,0.32086631711900093,0.41142310032489426,0.28088787876778115,0.03523792324452693,0.01,1.4647235834089896,3.523792324452693,9.948558669105486,0.8422162607208097,0.6894645085504916,0,2,7180.265645368231,12890.98684468901,0.0,5801.356906081672,374.6677031174886,2.4070527269983923,0.6662188549355894,-0.9762105654418809,2.758015622158652,0.0,0.0,23.81685137994988,225.45625876325713,87.47294303490145,49.43872261178741,206.61490065776573,forest,1,0.03711952479208206,0.0
T06201,22.115943718253313,80.65393836275422,0.1567240024705718,0.14971629155309318,0.21350395701674546,0.2752433554623308,0.18352524704961096,0.1286847805600478,0.7756915935649721,1.426161246503996,0.9443646208521524,0.07550756886418887,35.222255396806716,2,0,669.0686690694328,1588.517073782973,0.15739467842214994,405.6109169214293,470.21186076112167,2.11704899600287,-0.9813335305915423,-0.4756906940021417,3.1593408021447726,0.0,0.0,8.24153830008201,48.18836228007099,16.12342270866524,15.400714294348361,58.8010098537814,forest,1,0.8122294240650193,0.0
T04266,21.874636563808803,80.33956289193674,0.11457051202428487,0.16472533340010667,0.16794367687634945,0.29320602395145257,0.1540218865256378,0.20966645577512538,0.5727838555737063,0.7346043312280324,0.9679133539381659,0.04323999810293288,43.5106866238874,4,3,2455.3217812201747,1997.1201666007405,1.7640159652783831,4842.301127934303,361.6249410682581,2.917484885727294,0.779003437100702,-0.4675791581219173,1.293780159734351,0.0,0.0,4.379695831267206,32.65856951748915,14.038699454299195,8.225223056663728,48.67223495246522,barren,0,0.23572654957782838,0.0
T11729,21.763992359228347,79.98534573208943,0.20466822768209786,0.24219838202592922,0.24655847606540518,0.2548253080803936,0.13259628341701493,0.04317640987331245,0.967558826565294,3.071035405817132,1.7431988989530782,0.3005690679024015,21.71980525484136,1,2,3430.6783082192555,2571.7410525759306,0.0,6872.474550365981,361.59933490571274,3.13421966404571,0.4939235565184641,-0.19091101171661196,1.9538258017990506,0.0,0.0,22.794900847897047,184.65608690239614,93.97139835368452,57.83369183540203,204.43072505132338,forest,1,0.22634350387010949,0.0
T06811,21.99724007722893,80.3524408664392,0.0979291761629576,0.15207324825768895,0.1817213450925549,0.2864221954605686,0.2666583353084871,0.1467321512921143,0.6344527343641994,1.8173136082331662,0.5396715726308928,-0.18943095311536517,44.43854230136691,2,2,2342.1057586776224,3290.2874147576326,2.090686589772083,2315.483052342853,430.71579111354765,15.969500026323352,0.9846371348158514,0.939462798197279,1.6845975115642606,0.0,0.0,25.65957597776563,184.27596472355654,87.53335863363364,70.20134743024455,308.0166728961883,barren,0,0.6720823866680146,0.0
T10309,21.361410786259192,80.72260889393904,0.3013286957327641,0.3740755441994281,0.3930379714572765,0.3272716854242301,0.01,0.01,1.2009531803761027,1.0,35.61474037964896,0.9503768840248837,0.0,2,2,6833.30698905668,5270.511198918122,1.5751893734290572,3230.3547180432793,485.01210700012405,3.9413754777877297,0.5779849534096839,0.14723276874153446,5.1239291645404785,0.0,0.0,19.87292014050834,164.22620755542937,54.1503596741834,29.297445657381427,194.42531139947772,cropland,0,0.4665496947555088,0.0
T03353,21.257713853701368,79.88273393754673,0.11057732067696774,0.16153778213343314,0.1577783793599124,0.24839087757738665,0.23935455871297578,0.16783882894665048,0.6352019884899205,1.4260976450750702,0.5986843457698305,-0.20541277625803786,40.473160885019816,4,2,3617.8304635522245,449.377419848468,1.0143096767988722,722.5192398535595,395.7339676006147,0.6919324936785486,-0.5530092876236208,0.330632329699156,1.901793764839662,4.0,13.0,1.9013145504594942,11.4773162675321,5.436629894303581,8.06285570691519,30.85468355112844,cropland,0,0.305117088639862,0.0
T08363,21.912619857025906,79.9520371777779,0.15237002152631435,0.1576876254689178,0.1971169689710591,0.23293779989993693,0.17470793440992224,0.1430453474291709,0.846221476530364,1.2213464999022712,0.9676618631723441,0.06026770761552779,40.43852872848098,2,0,5719.384099348466,3165.7067193143766,0.4785695679936304,6837.602352655544,328.1181230606302,6.351927445707438,0.8312744154858105,0.0015182305256673523,9.419320074646935,0.0,0.0,10.101963838951177,117.76933763679313,52.11895239467554,39.954101624173255,197.3394058765908,forest,1,0.5510499895336021,0.0
T10029,21.579245476440427,80.75919649040029,0.2519884593047109,0.2829860543172944,0.28901099670175545,0.30051059039791134,0.06793197994644115,0.10222349601219693,0.9617331499667646,0.6645436968653053,4.04318903984744,0.619367885681107,18.31172171155793,5,0,3641.833523562584,3942.354806560236,0.5979632815819838,2355.361804204441,442.9173570235897,2.24654998798508,-0.41214904422583243,-0.6253826811327343,1.1871252524324256,0.0,0.0,13.133714427575445,88.22761350404612,49.658599289446514,32.50088596331002,188.98141285051992,cropland,0,0.2073727769890846,0.0
T00601,22.206060255477098,79.85139641476128,0.3413915396683589,0.3474481882011566,0.40086893573499627,0.2246834751424664,0.01,0.01,1.7841496152790717,1.0,36.32362212015039,0.9513226767455116,0.0,3,0,8309.89923645207,8466.994578067268,0.0,14202.869968607345,430.9345146331549,1.456020183703643,-0.9825466835484549,0.3262262296543914,3.646974758249604,0.0,0.0,21.46478940360438,202.8998673762318,75.55203802906591,65.30150174740199,193.13281513256743,cropland,0,0.0,0.0
T04053,21.038525063361423,80.08257048956514,0.0921615570823242,0.15949001930331214,0.24196632040758778,0.3054374677745522,0.22858324343090208,0.1428657131203559,0.7921959351306127,1.5999867178651483,0.7198222252052912,0.028441375797936704,38.44320798476375,2,2,2774.8831104106566,1875.0108102846148,0.2344089037077367,2285.531222450624,441.52132070836666,4.337694541271286,0.6870061152681108,0.41408873320625794,2.730214874430892,0.0,0.0,11.92008687807336,176.31807642383026,55.856541170362675,28.770875805001594,192.26358482023053,forest,1,0.6339895650789839,0.0
T07331,22.272573922518188,80.87452427556582,0.08067058364173345,0.09548179001649167,0.09341361410812482,0.2428008978572643,0.27444743057098725,0.16046685795740157,0.38473339650926663,1.7103060037720912,0.32740451994214764,-0.49212554327621066,50.40708552182777,0,3,3655.1432464073023,1034.4477087330931,1.0200425487381586,2263.880666955386,400.70329424812167,2.0103756434862503,0.04918569033012665,0.7656708767881304,2.599271430077994,0.0,0.0,4.536509517951026,47.53973243039239,16.740745506729766,13.27780979578749,76.62210767784583,grassland,0,0.23180602571121905,0.0
T05390,22.08091989162063,80.63230363680056,0.08571905892035961,0.07966730457680639,0.06358168234235785,0.3681167824529622,0.2241190713497087,0.23982838419173585,0.17272149864692,0.9344976913597183,0.3405452355610394,-0.5580012806611488,49.21231035210303,2,3,477.7890779786884,1171.3948033137956,1.8886347342635759,955.3218059613644,496.9131090733305,6.4045521842339594,0.6900803983243227,0.9753366882397165,2.6605935681645696,0.0,1.0,9.541658490655847,62.23174835873445,27.87892254513797,18.156643667343122,68.13520736370752,grassland,0,0.7981093524069023,0.0
T06514,21.499183511567725,79.98923651188348,0.11826070975051178,0.1542594111254203,0.12282095545856994,0.3075848273480065,0.283063134066326,0.169369421321083,0.39930758782067066,1.6712765023251008,0.46555111887968137,-0.3947978813245085,38.602745927678626,4,2,1652.0261587083226,2370.03180677091,0.09969198826386894,2473.0337448890205,376.1019763173607,4.747244814922357,-0.14434260585878222,0.9810004915657289,0.7871141794493455,0.0,1.0,24.636139788550288,182.46807338929085,58.70245487952491,49.82996625925458,211.21929459499512,cropland,0,0.3631457877820772,0.0
T08791,21.46965048070972,80.07461357940745,0.12322963312189521,0.15303230271523133,0.18388713441386728,0.29634613962306644,0.23123054832305784,0.18607507647833985,0.620514694902927,1.2426734020446544,0.6633337356563406,-0.11404817447681159,37.32314127163842,1,3,3426.96690815858,652.6664060947957,2.0799424610572137,518.7638426201331,523.7637209371027,7.288281336955567,-0.19902790055661734,0.991190723408911,4.285831639189252,3.0,17.0,13.914705525800757,53.710705954325,24.525491140326842,30.759228307860035,103.3635399495899,barren,0,0.31848653384798886,0.0
T11421,22.016918367065205,80.38171049104128,0.12216300256306764,0.15490425933074933,0.20173389221356045,0.2749005076318962,0.21443585012673783,0.1787708181171627,0.7338432873455837,1.1995014196679517,0.7442803272313407,-0.030521099015389505,35.55709983338459,1,0,2160.455207740253,3307.9117885038104,0.0,4041.4070467265865,384.905238609733,1.145821397735789,-0.31199599321852833,-0.07080740363842386,4.858445731430767,0.0,0.0,6.799310971246182,40.85703457807911,20.528689733545118,19.311518593920486,122.21856969580278,grassland,0,0.20898922099904527,0.0
T03812,21.71771162893667,80.04383224523423,0.19714363977586374,0.22280972402280597,0.2526978695727879,0.29480042805911005,0.13598561666941245,0.06880165037235672,0.857182844802789,1.9764877140803159,1.6488293635904767,0.3002758209044378,21.87296615178608,1,0,3904.6553268928346,2068.5124392060025,0.0,1893.4590871936798,481.6334721080167,5.16836365375259,-0.9169085128679921,-0.646460221202912,2.5189728377916114,0.0,0.0,8.400131123672477,75.7154212986391,31.280990891983592,29.675409163223108,72.41887849175626,cropland,0,0.2044578792837075,0.0
T05170,21.84636070579209,79.86848048981344,0.3104166235658091,0.3097021744285111,0.3561267047139838,0.25969636480653685,0.05195498624647957,0.01,1.37131955997645,5.195498624647957,6.263405903441742,0.7453696777025306,2.557769472122569,1,1,6994.621165328798,3382.995712629081,0.0,5264.227893859639,351.10389632436545,7.412775811828059,0.3802319829077574,0.07292114421686846,0.823859872955409,0.0,0.0,11.529798494631397,168.8320167034808,67.90247307434163,40.4837513282324,258.9438284434655,grassland,0,0.060367042258664676,0.0
T05675,21.07941182769027,80.5400277196579,0.3455907535284255,0.31554448878119556,0.33030353601292795,0.31673884907439437,0.028788562627382747,0.01,1.0428260915204233,2.8788562627382746,11.479544743225267,0.8396591696871661,5.852773266629315,2,1,5272.766805945672,3850.9185495851084,0.0,4274.891937618139,562.5901125690735,15.769147759435134,-0.7929148266871242,0.576012605320507,6.6287749906661375,0.0,0.0,20.860680438373258,254.01889485703023,91.96110715172597,48.93659891901167,364.9618264103494,grassland,0,0.4508703542527759,0.0
T03831,22.02852667466035,79.84853774742247,0.30579923863840186,0.3242911537592461,0.3657618660587084,0.24900690082169075,0.01,0.01,1.4688824480435736,1.0,33.195075281878545,0.9467748012597019,2.8401681799301737,4,2,5411.932259668044,4240.547238683427,0.0,4811.995808138393,362.73427015227304,10.14696571300309,-0.5529817193186053,0.2572087951975621,4.090302503021394,0.0,0.0,22.898391052461758,224.2525344311882,86.665806259535,70.606023892645,339.4475680019252,cropland,0,0.06731314778746912,0.0
T08705,21.844398411584713,80.73716603884257,0.14914043970203938,0.16540380877854552,0.18853488929097506,0.22010420542641781,0.20754132940823614,0.1350621030649152,0.8565710451816125,1.5366362932204978,0.8079983220787761,-0.04798682480781553,36.21247646751012,2,1,3109.4114662555967,6660.476852432133,0.9153683006008952,1226.487790513658,339.8964720876473,6.048565963507456,-0.736960132345754,-0.4439626312048268,6.1590438320445555,2.0,8.0,23.500229376820926,224.13038839115939,74.22815270363894,45.444336500806614,257.7775175419121,cropland,0,0.6239084174554752,0.0
T08184,22.294857000743324,80.11288734838445,0.34262024075359504,0.37137091419007195,0.385827929968804,0.260241924789191,0.01,0.01,1.4825740713428244,1.0,36.66063616374903,0.9494729944863257,0.398832560944558,5,1,5773.216981599312,6255.422733008157,0.0,3798.1574901166236,423.45847137529876,4.944117443580802,0.3198172117632332,0.49397816940148775,1.9882106124735535,0.0,0.0,30.765750909747275,164.13607378846112,73.98176636064967,38.3120541903199,259.32702014270956,grassland,0,0.04800639254249681,0.0
T08981,22.27898556155037,79.97758883200031,0.31428733420546073,0.35378746541016987,0.41752900658832826,0.37962664243754835,0.023213631166867976,0.01,1.0998411594808317,2.3213631166867974,15.588596751627614,0.8946612867541005,0.0,4,1,8612.756767095612,6208.3473543646005,0.0,6016.104009119763,282.85385519593854,6.756216294258214,-0.13377811849188959,-0.7804604328921414,3.9920223736056344,0.0,0.0,20.848837134075062,182.29825810566012,81.95993213552148,77.1558293528785,344.64383512954504,forest,0,0.07659704281145871,0.0
T05641,21.16844511738629,80.73412659584028,0.3556140967903967,0.30652901158253826,0.367297384677038,0.3565988312064011,0.01,0.01,1.0300016504104705,1.0,34.314683101665764,0.9469914162879243,0.0,5,1,6206.870754866684,4635.106251218176,0.0,5579.112429213783,299.2412179813846,7.561626168442185,0.16251463776658093,0.05222450135785994,3.7125276599934183,0.0,0.0,25.44182592296688,172.71601433298477,69.66770989148677,30.85469245769572,205.67077736096206,forest,0,0.12539255953473008,0.0
T03498,22.11240882205418,79.99681105516252,0.2781162425288598,0.3203052966283211,0.3324180947253099,0.2169923604202478,0.14599586218350838,0.01,1.5319345532788242,14.599586218350838,2.12526487614304,0.38966721152186634,9.217645614959382,2,0,4996.563709837177,4550.180857433872,0.0,5570.666798626678,406.1269015040148,7.080874244083755,0.45085109441461,0.9899024663877325,3.083591770473044,0.0,0.0,74.94463386286412,299.8579725349019,153.61695797007602,100.70582489271247,361.26178165925387,grassland,0,0.49683113506657417,0.0
T11966,22.111524179153367,80.17737375769524,0.23162537862331983,0.2189368825409292,0.2540108523796994,0.3574100673563324,0.13320260031047756,0.0633188351036918,0.7106986500367781,2.1036805255867885,1.7631615596634551,0.3119939434694299,22.34365811177873,2,3,4418.947304374991,3148.844953296965,0.0,2706.6735728001204,354.6580907924216,4.787575463922076,0.6823894711706404,-0.1906154087442664,4.453791176695833,0.0,0.0,19.353018413373288,134.75698193513398,60.32293450387439,31.28966037958139,268.95032178506943,cropland,0,0.551207276196297,0.0
T04471,21.131920126532293,79.78498678740172,0.12757044752759072,0.13759703933004025,0.23408699296395918,0.26702819728780636,0.22685874361358158,0.14513991513264488,0.8766377309271847,1.5630348371518132,0.7335761332787657,0.015681345496427353,36.1626629423498,4,3,1299.4327770351401,1275.2314360576272,0.502765202671467,4469.015010642033,317.34050660965806,7.123729588290261,0.5046737882627781,-0.5198679690169208,3.2707184789017676,0.0,1.0,10.59647683152272,44.161844242496564,26.271573332025987,23.072642177335112,108.65277805746416,barren,0,0.3205224659770485,0.0
T06848,21.289559948605856,80.39227932123686,0.17731842974642487,0.2024504643861123,0.27624472163189034,0.33337303424374026,0.1364202580926377,0.061434966201049934,0.8286354721477518,2.220563736393921,1.602923263100104,0.33883287996134687,25.21816844434636,5,1,4166.603055685646,2277.600180616,0.0,2095.3619035961838,458.82436764668876,2.2774270650981037,-0.04664958737710956,-0.41506977331510675,5.224867819552539,0.0,0.0,33.43539048879318,142.36104457365485,69.05211161909358,33.44245469842965,208.13376955707548,cropland,0,0.25496104690837995,0.0
T08216,21.272464531815025,80.33220167440838,0.17869878651483298,0.17101533369051394,0.23156855881225158,0.2684684391425481,0.10623070010495773,0.15070140013418076,0.8625541220109532,0.7049085145219127,1.8239632499308307,0.3710424324465813,31.368911107167015,0,1,2831.504089667008,1959.7743102443428,0.0,4624.468713808477,448.5784121777101,1.6947863797662546,0.6271003515091103,0.986287650887516,3.0386121964581028,0.0,0.0,11.727331693873325,72.28815126820507,30.006109771527246,24.49571268803387,130.7224083994161,forest,1,0.18510811295102717,0.0
T04200,22.29758703461505,80.37806174054305,0.18199759133172885,0.19998375033084997,0.21432702579884935,0.3454457573836124,0.1504379159587654,0.0985102748167043,0.6204361212080031,1.5271291876779516,1.3212723305403815,0.17515145378893915,30.675939178838334,1,2,5821.029022498743,2921.499958452618,0.0,6310.537885998986,351.95480031848587,5.056879926902517,-0.27413482391762245,-0.34917002507093176,1.363217601363676,0.0,0.0,15.544179517342343,81.77540270978683,39.318133848292085,43.55751880477068,121.0166291351882,forest,1,0.11094821589343956,0.0
T03111,21.351449295592413,79.70106871262392,0.11336354417547559,0.15327900836285757,0.17190706203600273,0.2633126652472047,0.24677948610067285,0.16748154665559367,0.6528628688430613,1.4734726961182545,0.5923636813088954,-0.1788269157389524,39.33407669044992,3,2,3116.053189903616,2239.246961097664,0.6035002466008359,3409.338511928596,487.5420172701176,1.0348549434267862,0.254460172982794,0.38101812576771543,1.8876654540678162,0.0,0.0,11.490426305659874,109.32030714798428,36.42473433451596,32.821958141742144,132.84948649302714,forest,1,0.2739530290424103,0.0
T11150,21.677824096944935,80.59092698802392,0.17125846575391707,0.21287710573749657,0.2759920522361701,0.23600485759222634,0.1811978460805413,0.062029288493191045,1.1694337779819532,2.921165960180752,1.21437724565843,0.20734099004515094,27.902271778582158,2,1,2358.61594872898,7034.381256588541,1.15956974531645,2869.4349603608994,469.5405379736545,4.774891185534156,0.8555757033121245,0.697777039054116,0.9633660938983629,0.0,1.0,12.641378823798574,74.62044833207919,27.333961359572754,27.530243114248695,98.05640403991114,cropland,0,0.6519806826832484,0.0
